path,sizeBytes,sha256,extension,lineCount,category,packageAction,decisionReason
.playwright-cli/chrome-popup-check/Default/GPUCache/data_3,8192,e09f42c398d688dce168570291f1f92d079987deda3099a34adb9e8c0522b30c,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/GPUCache/index,262512,f058cd34fb09a9c126780f336b8d569d15add43f4682be40e3a7ee1504cf5ec6,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/heavy_ad_intervention_opt_out.db,16384,d44b405304e372a3cf70f2dc1e68c727504a0f28fa186fef47b8450b1527ae68,.db,5,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/heavy_ad_intervention_opt_out.db-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,.db-journal,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/History,163840,5d5d7fb5a62d85513404c974d1b98402a3509f1568c8eaa6f32568b7b3253bc3,,49,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/History-journal,74384,adef24c5a18e9002bf4f57e63128ace5aac5b386c9a4bcb899cb27250f89f40d,,20,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Extension Settings/ghbmnnjooekpmoecnnnilnnbdlolhkhi/000003.log,49,9d89630da3bde9505d4c2cc684eb01c2d4d7d11028d01d309aca12b064f779e6,.log,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Extension Settings/ghbmnnjooekpmoecnnnilnnbdlolhkhi/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Extension Settings/ghbmnnjooekpmoecnnnilnnbdlolhkhi/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Extension Settings/ghbmnnjooekpmoecnnnilnnbdlolhkhi/LOG,371,08959012def2ba291637d381e6031628953526f0329c76d3c3c7c831d429a963,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Extension Settings/ghbmnnjooekpmoecnnnilnnbdlolhkhi/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Storage/leveldb/000003.log,9789,1505d6a44e212f792d16d31a9fc96f22171deed3f8a32dc8f74cceaeb3a57a56,.log,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Storage/leveldb/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Storage/leveldb/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Storage/leveldb/LOG,299,41401d0f68d59c748081c6072c0193b96012a4cf79ee12084e64eaa0739e9216,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Local Storage/leveldb/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Login Data,40960,05e8c5e696093d57d273f916a2c9f2ef9b055eea6cb41f3ae258255409a89012,,26,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Login Data For Account,40960,05e8c5e696093d57d273f916a2c9f2ef9b055eea6cb41f3ae258255409a89012,,26,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Login Data For Account-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Login Data-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network Action Predictor,53248,e229f1676f9123961e814197fbea469176defec9780bc1d089ffea10d187e6d7,,23,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network Action Predictor-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/Cookies,20480,40cfaef080aad157b7f8e0fade5b8a83ca8eb2a84fcea586458803c1e4d32e5b,,6,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/Cookies-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/Device Bound Sessions,20480,ed90c803dbac3e3d245fe75145506230f1b47dfc7f16274c79dd1565ade4e014,,6,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/Device Bound Sessions-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/NetworkDataMigrated,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/Reporting and NEL,36864,8b86bbe225327a60bb03abcae3e4f927367240f7df368c8bf1d9dbe309686506,,11,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/Reporting and NEL-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/Trust Tokens,36864,8b5a62a399e316009e0c0ee1727ede327893d7f82f38a136e795422b3f9c333c,,12,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Network/Trust Tokens-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/optimization_guide_hint_cache_store/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/optimization_guide_hint_cache_store/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/parcel_tracking_db/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/parcel_tracking_db/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/PersistentOriginTrials/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/PersistentOriginTrials/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/PreferredApps,33,42b55d126d1e640b1ed7a6bdcb9a46c81df461fa7e131f4f8c7108c2c61c14de,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/README,180,c43668eec4a8d88a5b3a06a84f8846853fe33e54293c2db56899a5a5dfb4d944,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Safe Browsing Network/NetworkDataMigrated,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Safe Browsing Network/Safe Browsing Cookies,20480,40cfaef080aad157b7f8e0fade5b8a83ca8eb2a84fcea586458803c1e4d32e5b,,6,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Safe Browsing Network/Safe Browsing Cookies-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Segmentation Platform/SegmentInfoDB/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Segmentation Platform/SegmentInfoDB/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Segmentation Platform/SignalDB/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Segmentation Platform/SignalDB/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Segmentation Platform/SignalStorageConfigDB/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Segmentation Platform/SignalStorageConfigDB/LOG,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/ServerCertificate,20480,4d2411474fd0bd7237bae798a21959c422dccc3275d742b8de4440cc244b22ce,,6,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/ServerCertificate-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/Database/000003.log,2296,ed0c34082b75ff41b068c3c7da19f68d9a25a6ed2b5dfe7525a85fe8e224a505,.log,3,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/Database/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/Database/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/Database/LOG,303,1b0c58d9953e70230c4a83953d75b28e2fe3b177a11dcd58bae964bc54618038,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/Database/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/ScriptCache/2cc80dabc69f58b6_0,472,7433e2de592bac3d53e34206cd580d140d107eae0defa146b238d209d3b34c87,,8,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/ScriptCache/4cb013792b196a35_0,10387,9bfcd210dc08c82ce5d351f0b2e015d246be763173e1310cc3fe651d99c308aa,,302,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/ScriptCache/4cb013792b196a35_1,7217,3a18ce1e473651d8811fd0e246edbbce06dcb6b89bf91233750f7aaba12df741,,72,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/ScriptCache/f1cdccba37924bda_0,132923,30f9aec7ccc4fdc4dd57f3b72130a087288c66210b65b52ed0b2f951c53a9bb3,,250,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/ScriptCache/f1cdccba37924bda_1,335801,71d06da07780c17b25945fee8e87ba49baafb2054dc1ae70db38b502d14b39f3,,2854,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/ScriptCache/index,24,fbcfe23a2ecb82b7100c50811691dde0a33aa3da8d176be9882a9db485dc0f2d,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Service Worker/ScriptCache/index-dir/the-real-index,72,e8dbeef9aa3dc64005b973aaa77632b19cc8e85030d35e05ee8b1d81a23a94c4,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Session Storage/000003.log,372,57327c23f5a7846f23901e002dfd7abd50111e6657e3aefca4742e464231d237,.log,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Session Storage/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Session Storage/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Session Storage/LOG,287,abfcb5d4774d9e4904806f1ea6972ab5600250c592503f37bf1248d64baba4a0,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Session Storage/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Sessions/Session_13428149917124801,12169,f7f34e0c9fa7e131d8eacbbd0feea529aff4e6861cfb47deba79559421ea7639,,85,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Shared Dictionary/cache/index,24,fbcfe23a2ecb82b7100c50811691dde0a33aa3da8d176be9882a9db485dc0f2d,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Shared Dictionary/cache/index-dir/the-real-index,48,70a6a6bd1f000570babf579ecdf93531f9aada78a2ed07e64b9253917658851e,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Shared Dictionary/db,45056,fbb86c665b2fed35c372ce8996eb1c4e31082aedd6ad5fc6086cfac889c3471b,,20,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Shared Dictionary/db-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/000003.log,7194,8385157a0f8975a3bfb5932784678e4c4e7222c0c52cc6f3260215db715f3072,.log,227,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/LOG,287,ff3c1c9d46b37975c2bf274dc176aac930ba364a38752f5368f2ab794d99a0c5,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/metadata/000003.log,938,424ee125c705f92aedd8cd8ecdab72ca61b8b67a2e8b8269d7be0d531288d360,.log,5,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/metadata/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/metadata/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/metadata/LOG,305,19f26ba887709b90938834727b7e85043350d78eb05ec9c05648ebe4dd144211,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/shared_proto_db/metadata/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Shortcuts,20480,7766a9b60e33ceb16bfc581390f10a79361348e2271d02235c23f77b744d6b4d,,8,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Shortcuts-journal,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Site Characteristics Database/000003.log,40,f096bc366a931fba656bdcd77b24af15a5f29fc53281a727c79f82c608ecfab8,.log,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Site Characteristics Database/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Site Characteristics Database/LOCK,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,0,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Site Characteristics Database/LOG,315,e2f00c48fc2e8cd73404cc364056b3059fb17aa576982025b079592d36cf9514,,2,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Site Characteristics Database/MANIFEST-000001,41,f9d31b278e215eb0d0e9cd709edfa037e828f36214ab7906f612160fead4b2b4,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Sync Data/LevelDB/000003.log,3036,04c147db7e22545632fdd3f11aa909ad8dcae3c130675a5d0286e42e317b9c5d,.log,16,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
.playwright-cli/chrome-popup-check/Default/Sync Data/LevelDB/CURRENT,16,0f1bad70c7bd1e0a69562853ec529355462fcd0423263a3d39d6d0d70b780443,,1,BROWSER_PROFILE,EXCLUDE_SENSITIVE,"Machine-specific browser cache/profile may contain cookies, login state, history, databases, or device identifiers."
